"","text","created_at","user_location"
"4814"," basically theres  new south african strain  covid19
amp  worse  covid19uk
 theyre  sure  vaccine  protect  itfive days  2021 

",2021-01-05,"TheStars"
"4844","business insider florida counties  asking residents  use eventbrite  register   covid19 vaccine   causing headaches  people  arent tech savvy


via",2021-01-05,"Florida, USA"
"4847","gov larry hogan issued  order tuesday  states  facility    administered 75   total first covid19 vaccine doses may   future allocations reduced   can prove theyre able  meet requirementsare  paying attention",2021-01-05,"United States and Beyond"
"4865"," first case  covid19 infection  vaccination   united states

 ",2021-01-05,""
"4882","illustration   covid19 vaccination roll    united states 
im pretty sure arizona   front leg
  drawing",2021-01-05,"Mesa, Arizona"
"4885","utahns  slated  sta getting  covid19 vaccine next month  can see  timeline ",2021-01-05,""
"4893","according   survey 76  ceified employees  53  classified employees requested  receive  covid19 vaccination  available  school employees",2021-01-05,""
"4967"," noh carolina depament  health  human services said  covid19 vaccine providers  sta phase 1b monday jan 11   vaccine providers  begin wednesday abc11",2021-01-06,"Raleigh, NC"
"4970","assisted nnpvp office  food distribution todayone week since getting  first covid19 vaccine shot  arm   longer sore   feel finepine hill new mexico",2021-01-06,"Ramah, NM"
"4979"," covid19 vaccine  subcutaneous meaning  dont   find  vein  just shoot    skinas    allergy shots  many years    difficult   require special trainingsetup stalls  line  upnot hard  ",2021-01-06,"Napa, CA"
"4980","maryland gov hogan announces steps  speed coronavirus vaccine rollout residents 75  older teachers  phase 1b",2021-01-06,"Washington DC"
"4990","california gets   covid19 vaccines    distribution problem looks like noh amp south dakota  tennessee   best  vaccine distribution   usa   today",2021-01-06,"Phoenix AZ"
"4999","covid19 vaccine frustrates noh texans   rate   take 254 weeks  vaccinate rockwall county mayor saysvia",2021-01-06,"Dallas, TX"
"5020","perks  working  healthcare

 got  first dose   covid19 vaccine today",2021-01-06,"Washington, USA"
"5028","get vaccinatedwear masksocial distancestay home

covid19 arlington update 152021
 
76001 cases 2256 30deaths 19
76002 cases 2476 41deaths 20
76005 cases 79death 1 
76006 cases 1671 22deaths 10
76010 cases 4476 23deaths 38 2",2021-01-06,"Arlington, Texas"
"5050"," 62 million people   state  16   vaccinated   rate   take   year  achieve herd immunity",2021-01-06,"Shrewsbury, MO"
"5052","received  first dose   covid19 vaccine today",2021-01-06,"Texas, USA"
"5060","grateful   among  first   world  receive  covid19 vaccine proud  beigottheshot getvaccinated covid19",2021-01-06,"New York, NY"
"5094","  democrats deliver   promise   taco trucks  every corner can  equip  trucks  covid19 vaccination stations  gasen",2021-01-06,"Washington DC"
"5097"," wife  getting  coronavirus vaccine tomorrow  jealous",2021-01-06,"East Brunswick, NJ"
"5102"," daughter chelsea got  1st shot vaccine  covid19 todayohsu dental school  makes   happypoland oregon",2021-01-06,"Pacific Northwest, U.S.A."
"5123","   extra vaccine already     wrong",2021-01-06,"In The Data"
"5164","   feeling   arrival   covid19 vaccine nervous hopeful one mckinney assisted living facility   excited  turned  vaccination clinic   pay check   onat 10",2021-01-06,"Dallas, TX"
"5198"," stacey abrams can get   vote can  also get   vaccine covid19 letthepeopledecide",2021-01-06,"Alexandria, VA"
"5216","dems atlanta 117k cardib vaccine covid19 coronavirus corona vaccineforsouthafrica coys",2021-01-06,"United States"
"5240","teachers  get coronavirus vaccine  february philadelphia health commissioner saysvia",2021-01-06,"University City, Philadelphia"
"5293","today mitch mcconnell becomes senate minority leader   get  first covid19 vaccine dose today   great day",2021-01-06,"Baltimore, MD"
"5302","noh carolina  one   7 worst states  covid19 vaccine distribution amp vacinations governor roy  now activated national guard  assist
",2021-01-06,"Charlotte, NC"
"5303","maine health care workers get  2nd covid19 vaccine doses 

maine healthcare covid19 vaccinecovid19 pfizer wmtw",2021-01-06,"Portland, ME"
"5327","  despicable  inevitable money nearly always leads  corruption
 washington post live updates florida nursing home gave vaccine  wealthy donors us breaks hospitalization records 


via",2021-01-06,"Bradenton, FL"
"5373"," covid19 vaccine line  long",2021-01-06,"Hartford, CT"
"5375"," european medicines agency  recommended  covid19 vaccine fromallowing  company  roll   second vaccine   region  fight  raging pandemic",2021-01-06,"Manhattan, NY"
"5381","mutations  covid19 makes 100  covid19 vaccines obsolete unfounately

 injected  body  mrna experiment vaccine  may  harm  long run like cancer amp  covid19 vaccine   work

covid mutates always

see pinned tweet
",2021-01-06,"Arlington, Virginia"
"5383","thetruth  covid19   vaccine sciencebaycare system office",2021-01-06,"World wide "
"5405"," 8700 first vaccine doses   administered toemployees already great job mda covid19 covidvaccine",2021-01-06,"The Woodlands, TX"
"5456"," people   able  get vaccinated   coronavirus  shopping  groceries  pas  florida",2021-01-06,"Fort Myers, Florida"
"5460"," got  first dose  covid19 vaccine todaystudies show  vaccine  safe  effectivei sincerely hope   every one   takes advantage     becomes available  ",2021-01-06,"Apex, NC, USA"
"5487","talking  morning withchief  emergency management patrick lonergan  vaccine distribution mtnews vaccine covid19",2021-01-06,"Bozeman, MT"
"5510","today standing alongsideand manhattan cb12 chairman eleazar bueno   calling   city  ensure   prioritize  immediate  robust covid19 vaccine deployment  home care workers  nursing home staff",2021-01-06,"Washington Heights, Nueva York"
"5512","24h  vaccination  5g  intent  buy msft cmon man whats  delay",2021-01-06,"Budapest"
"5540","local health officials  turning  online services like eventbrite  improvise distribution schemes   covid19 vaccine   absence  federal suppo   national plan",2021-01-06,"Los Angeles, CA"
"5557"," covid19 vaccine   good news  georgia 2021  looking ",2021-01-06,"Seattle, USA"
"5560","newjersey  general public can now preregister  receive  covid19 vaccine andor schedule  appointment  immediately eligible based  screening

",2021-01-06,""
"5579","receiving  first dose   pfizervaccine  covid19   emotional experience    past year  taken  much  usi   thankful     worked tirelessly amp made personal sacrifices  make  vaccine  reality",2021-01-06,"Birmingham, AL"
"5607","first responders  next  receive  covid19 vaccination  updates   status   vaccine distribution click   register

",2021-01-06,""
"5623","11 months  waiting peroid comes   end today  received  first shot  covid vaccine thanks  
 happy  witness  power  science looking forward  defeat  covid19 monster

covidvaccine igottheshot",2021-01-06,"Tampa, FL"
"5661","covid19 vaccination appointments  residents 75  older catawba county public health   local providers  currently providing covid19 vaccines   phased approach endorsed   noh carolina depament  health  human services",2021-01-06,"Newton, NC"
"5666","  dad   grandfather got  coronavirus vaccine today",2021-01-06,""
"5699","lenoir county announces covid19 vaccine distribution planlenoircounty covidvaccine",2021-01-06,"Kinston, NC"
"5705","breaking news

texas lawmakers diagnosed  covid19  receiving first  two vaccine doses

 

heerak told  

covid mutants make covid19 vaccines obsolete

see pinned tweet
",2021-01-06,"Arlington, Virginia"
"5724"," vaccine  covid19",2021-01-06,"Fall River, MA"
"5732","5 hours  waiting  mother  father    first round   covid19 pfizer vaccine  tease    also got  earmarks  dewormer    funny   doesnt even compare     waits  used     old ihs",2021-01-06,"Shiprock NM"
"5787","get vaccinatedwear masksocial distancestay home

covid19 arlington update 162021

76011 cases 1766 19deaths 31 2
76012 cases 1738 46deaths 30
76013 cases 2020 37deaths 23
76014 cases 2771 43deaths 24 1
76015 cases 1227 17death 12",2021-01-07,"Arlington, Texas"
"5801","get vaccinatedwear masksocial distancestay home

covid19 arlington update 162021
 
76001 cases 2295 39deaths 19
76002 cases 2511 35deaths 20
76005 cases 79death 1 
76006 cases 1698 27deaths 10
76010 cases 4534 58deaths 38",2021-01-07,"Arlington, Texas"
"5811","roughly 50  americans get  flue vaccine   logic   120 million people   died   flu  year nobody  gotten  coronavirus vaccine   now   remaining 226 million    killed   without immunity",2021-01-07,""
"5838","maricopa county  enter phase 1b covid19 vaccination stage next monday",2021-01-07,""
"5866","heycan  replace  sword   vaccine   covid19 vaccines coming   spring  2021",2021-01-07,"Stephens City, VA"
"5940","pfizer vaccine biontech covid19vaccine fosanpfizer alllergic reactions  covid vaccine 19 g o  nbc newsgo  pfizer biotechnology covid 19 vaccine cdc fda authorized covid19vaccinethere  nonecnn investigations covid19 deaths miami mexico etc",2021-01-07,"Anna Maria Island, Fla"
"5946","death  florida doctor  receiving covid19 vaccine  investigation",2021-01-07,"Georgia, USA"
"5949","death  florida doctor  receiving covid19 vaccine  investigation",2021-01-07,"Maryland"
"5955","heres   need  know  getting vaccinated  covid19  indiana including   register    go",2021-01-07,"Indiana, USA"
"5974","cdc repos 53 million covid19 doses administered    potential 173 million amp 29 severe allergic reactions

29   5306797  extremely low odds   extreme reaction   might  stopping many people  getting  vaccine 

0000546 chance 

1  182993",2021-01-07,"Westport, CT"
"6023","aicle incovid19 vaccinations    used  first responders didnt show    probably fighting terrorists   capitolriots founately  vaccine didnt go  waste shoppers  safeway lucked 
insurrection presidentdeath",2021-01-07,"Lewes DE"
"6086","whether  camera  behind  scenes yesterday   lot

 covered  covid19 vaccine yesterday   get  cover snow today 

  watched  collective 4 hours  like 10 hours  coverage    draining

take care      can show  well",2021-01-07,"Greenville, SC"
"6091","production stage managers   brought   manage  distribution   covid19 vaccination  entire career  based  efficiency scheduling  time management things  move faster pivot",2021-01-07,"New Jersey"
"6122","presidentelectbiden please address  vaccine issues  soon   can  must get  daily immunization rates  drastically  end  pandemic",2021-01-07,"Pennsylvania, USA"
"6139","boston mayorat  morning press conference said    hop  line  get vaccinated covid19 boston25",2021-01-07,"Massachusetts, USA"
"6141","great  see  motivation  healthcare workers  receive  vaccine across  state",2021-01-07,"Arizona"
"6177"," everyone forgotten  thousands upon thousands  people  dying  covid19  vaccine  readily availablewho  responsible",2021-01-07,"Ardmore, PA"
"6185"," got  covid19 vaccine covid19 covid covidvacccine covidselfie covidseattle uw longtimecomingnohwest hospital university  washington",2021-01-07,"Tacoma, WA"
"6211","smfh 
surprise surprisedeath  florida doctor  receiving covid19 vaccine  investigation",2021-01-07,"Central Valley California, USA"
"6232","colorado pushing back  timeline  educators getting  covid19 vaccine means   push back inperson learning makes sense yo remotelearning  still happen",2021-01-07,"Denver, CO"
"6239","breaking long beach state  begin receiving  first shipments   moderna covid19 vaccine   upcoming weeks scott apel vice president  administration  finance announced via email thursday

",2021-01-07,"Long Beach, CA"
"6245","im negative  covid19    vaccine  covid19 todayyeahel proyecto del barrio",2021-01-07,""
